id;name;link;specialization;films_years;description;path_to_folder
17639;Виталий Гуньков;https://www.kinopoisk.ru/name/3197446;Композитор;3, 2013 — 2020;;actors_ussr_russia/17639
9511;Михаил Леонтьев;https://www.kinopoisk.ru/name/1712672;Сценарист;6, 2007 — 2012;;actors_ussr_russia/9511
4622;Ольга Плешкова;https://www.kinopoisk.ru/name/4066493;Актриса,Актриса дубляжа;25, 2010 — 2024;Тайны госпожи Кирсановой,Больше чем любовь,Моя любимая мишень,Нулевой пациент,Крапленый;actors_ussr_russia/4622
6257;Михаил Ефимов;https://www.kinopoisk.ru/name/245623;Актер;16, 1984 — 2022;Иное;actors_ussr_russia/6257
7882;Александр Кащеев;https://www.kinopoisk.ru/name/1615050;Актер,Монтажер,Актер дубляжа;12, 2001 — 2020;Граффити,Территория,Красные браслеты;actors_ussr_russia/7882
36741;Владимир Литровник;https://www.kinopoisk.ru/name/2313313;Звукорежиссер,Продюсер;24, 1990 — 2022;Остров,Со дна вершины,Жестокость,Адмиралъ,Екатерина,Екатерина. Самозванцы,Екатерина. Взлет,Лето волков,Адмиралъ;actors_ussr_russia/36741
22622;Владимир Меньшов;https://www.kinopoisk.ru/name/174283;Актер,Продюсер,Режиссер,Сценарист,Актер дубляжа;157, 1968 — 2023;Москва слезам не верит,Крик тишины,Любовь и голуби,Легенда №17,Солёный пёс,Ликвидация,Диверсант 2: Конец войны,Диверсант,Екатерина,Адвокат;actors_ussr_russia/22622
47174;Владимир Ревякин;https://www.kinopoisk.ru/name/7148822;Актер;7, 2006 — 2013;;actors_ussr_russia/47174
4623;Мария Ефремова;https://www.kinopoisk.ru/name/3353482;Режиссер,Актриса,Сценарист,Продюсер;5, 2013 — 2022;;actors_ussr_russia/4623
16020;Александр Маврин;https://www.kinopoisk.ru/name/6260548;Актер;13, 2018 — 2023;Слово пацана. Кровь на асфальте,Сёстры,Балет,Девушки с Макаровым;actors_ussr_russia/16020
6258;Семён Лебин;https://www.kinopoisk.ru/name/1956667;Продюсер,Актер,Режиссер;6, 2011 — 2021;;actors_ussr_russia/6258
28122;Борис Шефир;https://www.kinopoisk.ru/name/1916827;Продюсер,Сценарист;50, 2005 — 2023;Слуга народа 2,Кушать подано!,Сваты 6. За кадром,Сваты. Жизнь без грима,Сваты 3,100 тысяч минут вместе,Папик;actors_ussr_russia/28122
17640;Айдар Зайнутдинов;https://www.kinopoisk.ru/name/4739287;Актер,Композитор;3, 2019 — 2022;;actors_ussr_russia/17640
3005;Григорий Кокоткин;https://www.kinopoisk.ru/name/2439490;Актер,Актер дубляжа;32, 2004 — 2023;Вампиры средней полосы,Измены,Карпов. Сезон второй;actors_ussr_russia/3005
9513;Андрей Сиротин;https://www.kinopoisk.ru/name/1951804;Актер;4, 2010 — 2012;Достоевский;actors_ussr_russia/9513
22624;Сергей Гармаш;https://www.kinopoisk.ru/name/231313;Актер,Актер дубляжа,Сценарист,Продюсер;211, 1974 — 2024;Беспредел,Дом,12,Любовник,Отряд,72 метра,Гибель Империи,Ленинград 46,Закон,Троцкий;actors_ussr_russia/22624
47176;Ирина Леденец;https://www.kinopoisk.ru/name/7148927;Продюсер;6, 2014 — 2023;;actors_ussr_russia/47176
6259;Юлия Смирнова;https://www.kinopoisk.ru/name/3059308;Актриса;17, 2011 — 2019;Городские шпионы,Уходящая натура,Не покидай меня;actors_ussr_russia/6259
17641;Кирилл Попович;https://www.kinopoisk.ru/name/5325621;Режиссер,Сценарист,Продюсер;2, 2018 — 2020;;actors_ussr_russia/17641
7884;Андрей Вознесенский;https://www.kinopoisk.ru/name/304358;Актер,Сценарист,Актер дубляжа;16, 1976 — 2011;Юнона и Авось,Юнона и Авось;actors_ussr_russia/7884
11139;Константин Немоляев;https://www.kinopoisk.ru/name/346820;Актер;16, 1940 — 1964;Морозко,Марья-искусница,Адмирал Нахимов,Герои Шипки,Над Тиссой;actors_ussr_russia/11139
3006;Дмитрий Гудочкин;https://www.kinopoisk.ru/name/1817479;Актер;85, 2004 — 2024;Когда ты мама,Карта памяти,Анна-детективъ,Екатерина. Фавориты,Эпидемия;actors_ussr_russia/3006
22626;Мария Андреева;https://www.kinopoisk.ru/name/1258708;Актриса;43, 2007 — 2023;Серебряный волк,Обычная женщина,Истребители: Последний бой,Истребители,София;actors_ussr_russia/22626
17642;Екатерина Логвинова;https://www.kinopoisk.ru/name/6664408;Актриса;4, 2013 — 2021;;actors_ussr_russia/17642
4625;Дарья Буткеева;https://www.kinopoisk.ru/name/3650810;Актриса;16, 2010 — 2022;Триггер,Интерны,Бедные люди;actors_ussr_russia/4625
32598;Ирина Латушко;https://www.kinopoisk.ru/name/2229519;Актриса;14, 2005 — 2023;Мастер и Маргарита,Тихий Дон;actors_ussr_russia/32598
22636;Нонна Гришаева;https://www.kinopoisk.ru/name/91407;Актриса,Актриса дубляжа;98, 1992 — 2023;День радио,О чём говорят мужчины,Место на земле,День выборов,День выборов,Папины дочки. Новые,Непридуманная жизнь,Отмороженные,Следствие любви,Кордон следователя Савельева;actors_ussr_russia/22636
47178;Андрей Манжос;https://www.kinopoisk.ru/name/7174089;Актер,Продюсер;2, 2023 — 2023;;actors_ussr_russia/47178
28128;Макс Корж;https://www.kinopoisk.ru/name/4124314;Актер;4, 2017 — 2017;;actors_ussr_russia/28128
20898;Павел Сараев;https://www.kinopoisk.ru/name/6963596;Актер;3, 2021 — 2022;;actors_ussr_russia/20898
14388;Алексей Южаков;https://www.kinopoisk.ru/name/6373945;Сценарист,Режиссер,Продюсер;5, 2020 — 2023;Сценарии жизни;actors_ussr_russia/14388
6261;Владислав Дунаев;https://www.kinopoisk.ru/name/2226616;Актер,Актер дубляжа;136, 1991 — 2024;Инспектор Гаврилов,Кухня,Анна-детективъ,Глухарь. Продолжение,Мамочки;actors_ussr_russia/6261
40525;Павел Бубряк;https://www.kinopoisk.ru/name/3488073;Актер;1, 2017 — 2017;;actors_ussr_russia/40525
3008;Дмитрий Дьяконов;https://www.kinopoisk.ru/name/1620625;Актер;19, 2001 — 2009;Марш-бросок,Бумер,Адмиралъ,Офицеры,Иное;actors_ussr_russia/3008
9516;Алексей Шуплецов;https://www.kinopoisk.ru/name/4174537;Актер;10, 2013 — 2022;Миллионер из Балашихи,Папа Дэн,Отчий берег,Конец света;actors_ussr_russia/9516
32600;Екатерина Иноземцева;https://www.kinopoisk.ru/name/2047063;Актриса;8, 2008 — 2012;;actors_ussr_russia/32600
4626;Дмитрий Федоров;https://www.kinopoisk.ru/name/1307854;Режиссер,Актер,Монтажер;12, 2001 — 2022;КостяНика. Время лета;actors_ussr_russia/4626
28130;Олег Вавилов;https://www.kinopoisk.ru/name/290583;Актер,Актер дубляжа;48, 1966 — 2016;Странная женщина,Глаз Божий,Всем — спасибо!..,Не было печали,Голубка,Кабачок «13 стульев»,Близнецы,Без следа,Я не я;actors_ussr_russia/28130
47179;Денис Бетко;https://www.kinopoisk.ru/name/7174464;Продюсер;1, 2023 — 2023;;actors_ussr_russia/47179
14389;Евгения Романова;https://www.kinopoisk.ru/name/6414963;Актриса;9, 2020 — 2024;Лёд 3,Акушер,Переговорщик;actors_ussr_russia/14389
7887;Даниэль Хорват;https://www.kinopoisk.ru/name/3405124;Актер,Продюсер,Режиссер,Сценарист;30, 2005 — 2023;;actors_ussr_russia/7887
9517;Олег Никитин;https://www.kinopoisk.ru/name/1171574;Актер;91, 2000 — 2022;Триггер,Отчий берег,Мамы чемпионов,Молодёжка,Катя: Военная история;actors_ussr_russia/9517
1378;Евгения Каверау;https://www.kinopoisk.ru/name/2383487;Актриса,Актриса дубляжа;47, 2008 — 2023;Чернобыль: Зона отчуждения,Золотая клетка,Скорая помощь 5,Практика,Доктор Краснов;actors_ussr_russia/1378
4627;Олег Захаров;https://www.kinopoisk.ru/name/2370600;Актер,Режиссер,Сценарист,Монтажер,Продюсер,Оператор;27, 2011 — 2022;;actors_ussr_russia/4627
47180;Артемий Рекутин;https://www.kinopoisk.ru/name/7193536;Оператор;2, 2018 — 2023;;actors_ussr_russia/47180
6263;Михаил Алдашин;https://www.kinopoisk.ru/name/231520;Режиссер,Сценарист,Продюсер,Художник,Монтажер;40, 1988 — 2022;Чебурашка,Гора самоцветов 3,Чебурашка,Гора самоцветов;actors_ussr_russia/6263
11143;Борис Берман;https://www.kinopoisk.ru/name/1939741;Режиссер;3, 2003 — 2012;;actors_ussr_russia/11143
3010;Дарья Фекленко;https://www.kinopoisk.ru/name/287505;Актриса,Режиссер;77, 1988 — 2023;Happy End,Ищейка,Глухарь. Возвращение,Крюк,Мамы чемпионов;actors_ussr_russia/3010
12778;Даниил Раздольский;https://www.kinopoisk.ru/name/2558676;Продюсер,Актер;7, 2010 — 2016;;actors_ussr_russia/12778
9518;Илья Рыбаков;https://www.kinopoisk.ru/name/276969;Актер;9, 1990 — 2011;На Муромской дорожке,Глухарь. Продолжение;actors_ussr_russia/9518
1379;Максим Радугин;https://www.kinopoisk.ru/name/697669;Актер;81, 2003 — 2024;Зворыкин-Муромец,Родная мачеха,Акушерка. Новая жизнь,Анна-детективъ,Мамочки;actors_ussr_russia/1379
22639;Александр Устюгов;https://www.kinopoisk.ru/name/1055853;Актер,Режиссер,Актер дубляжа,Композитор;91, 2000 — 2024;Ментовские войны — Эпилог,28 панфиловцев,За нас с вами,Отцы и дети,Ментовские войны,Ментовские войны 2,Ментовские войны 7,Ментовские войны 8,Ментовские войны 9;actors_ussr_russia/22639
44091;Александр Шимко;https://www.kinopoisk.ru/name/4353060;Композитор,Режиссер,Сценарист,Продюсер;2, 2015 — 2018;;actors_ussr_russia/44091
28140;Анна Грачевская;https://www.kinopoisk.ru/name/2816523;Актриса;2, 2012 — 2015;;actors_ussr_russia/28140
32617;Екатерина Шоломицкая;https://www.kinopoisk.ru/name/3715626;Актриса;30, 2008 — 2021;Сваты,Слуга народа,Кордон следователя Савельева,Женский доктор,Кривое зеркало души;actors_ussr_russia/32617
22641;Виталий Гогунский;https://www.kinopoisk.ru/name/694558;Актер,Композитор,Актер дубляжа;24, 2004 — 2023;Дух моей общаги,Грозовые ворота;actors_ussr_russia/22641
1380;Михаил Химичев;https://www.kinopoisk.ru/name/1605264;Актер;64, 2005 — 2023;Любка,Лев Яшин. Вратарь моей мечты,Лапси,Женский доктор 2,Фантом,Тонкая работа,Самара;actors_ussr_russia/1380
47183;Кристина Исаева;https://www.kinopoisk.ru/name/10136895;Режиссер;1, 2023 — 2023;;actors_ussr_russia/47183
40529;Александр Гусев;https://www.kinopoisk.ru/name/4544435;Продюсер;13, 2008 — 2022;Тайны госпожи Кирсановой,Анна-детективъ;actors_ussr_russia/40529
3012;Андрей Богатырев;https://www.kinopoisk.ru/name/1692324;Режиссер,Актер,Сценарист,Продюсер,Монтажер,Композитор,Оператор;33, 2006 — 2024;Баба Мороз и тайна Нового года,Красный призрак,Вампиры средней полосы;actors_ussr_russia/3012
1381;Артур Бесчастный;https://www.kinopoisk.ru/name/2363725;Актер,Актер дубляжа;51, 2010 — 2023;Вызов,Балет,Убить Риту,Таинственная страсть,Мир! Дружба! Жвачка!,Дылды;actors_ussr_russia/1381
47184;Олег Бецык;https://www.kinopoisk.ru/name/10140368;Актер;1, 2023 — 2023;;actors_ussr_russia/47184
16028;Гоша Торвич;https://www.kinopoisk.ru/name/6191178;Актер;6, 2020 — 2024;Чемпион мира;actors_ussr_russia/16028
14393;Павел Перегудов;https://www.kinopoisk.ru/name/4415811;Продюсер,Актер;8, 2015 — 2020;;actors_ussr_russia/14393
22644;Олег Янковский;https://www.kinopoisk.ru/name/54829;Актер,Актер дубляжа,Режиссер;98, 1968 — 2010;Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей,Тот самый Мюнхгаузен,Обыкновенное чудо,Служили два товарища,Щит и меч: Фильм второй,Щит и меч,Доктор Живаго,Открытая книга,Сержант милиции,Воспоминания о Шерлоке Холмсе;actors_ussr_russia/22644
40535;Виталия Бибик;https://www.kinopoisk.ru/name/3713540;Актриса;3, 2014 — 2017;;actors_ussr_russia/40535
6266;Стефани Елизавета Бурмакова;https://www.kinopoisk.ru/name/5298230;Актриса;5, 2017 — 2023;Мастер и Маргарита,Нежность,Ивановы-Ивановы,Большая игра;actors_ussr_russia/6266
3013;Екатерина Кудринская;https://www.kinopoisk.ru/name/1650911;Актриса;9, 2007 — 2018;Плюс один,Счастливчик Пашка,Жёлтый глаз тигра,Уходящая натура;actors_ussr_russia/3013
11146;Анна Тимирёва;https://www.kinopoisk.ru/name/2852736;Актриса;2, 1965 — 1970;Война и мир;actors_ussr_russia/11146
4630;Роман Притула;https://www.kinopoisk.ru/name/1705569;Актер;57, 2007 — 2023;Король и Шут: Сказка о Горшке и Князе,Серебряные коньки,Невский. Проверка на прочность,Король и Шут,Тень за спиной,Чужой район 3,Чужой;actors_ussr_russia/4630
1382;Надежда Васильева;https://www.kinopoisk.ru/name/2003181;Художник,Актриса;43, 1989 — 2024;Брат,Брат 2,По щучьему велению,Капитан Волконогов бежал,Салют-7,Идиот,Мастер и Маргарита,Русский транзит;actors_ussr_russia/1382
22654;Оксана Фандера;https://www.kinopoisk.ru/name/231277;Актриса,Актриса дубляжа;39, 1978 — 2020;Сталинград,Салют-7,Статский советник,Статский советник,Городские шпионы,Неуловимые,Приключения Электроника;actors_ussr_russia/22654
6267;Сергей Марухин;https://www.kinopoisk.ru/name/2216706;Актер;34, 2009 — 2025;Шахта,Следствие любви,Глухарь. Возвращение,Гостиница «Россия»,Восьмидесятые;actors_ussr_russia/6267
20904;Андрей Лепилин;https://www.kinopoisk.ru/name/4510832;Оператор;2, 2013 — 2022;;actors_ussr_russia/20904
1383;Софья Хилькова;https://www.kinopoisk.ru/name/1824542;Актриса;48, 2006 — 2022;Шифр 2,Нарушение правил,На солнечной стороне улицы,Шифр,Шифр 3;actors_ussr_russia/1383
22659;Юрий Чурсин;https://www.kinopoisk.ru/name/1078943;Актер;104, 1999 — 2024;Хоккейные папы,Изображая жертву,Господа Головлевы,Я тебя люблю — Je t’aime,Молодая гвардия,Паук,Хиромант,Мосгаз. Формула мести,Проклятие спящих;actors_ussr_russia/22659
7893;Олег Сурнов;https://www.kinopoisk.ru/name/1746518;Актер;85, 2004 — 2023;Золотая кровь. Черный Орлов,Ещё одна жизнь,Мамы чемпионов,Глухарь,Пять минут тишины. Симбирские морозы,Волк;actors_ussr_russia/7893
3015;Михаил Шкловский;https://www.kinopoisk.ru/name/1598518;Актер,Режиссер,Сценарист;25, 2002 — 2023;Мёртвое поле,Жизнь и судьба,Операция «Цвет нации»,Гора самоцветов;actors_ussr_russia/3015
9523;Аурика Степаненко;https://www.kinopoisk.ru/name/4928392;Актриса,Актриса дубляжа;12, 2017 — 2023;Шифр,Годунов,Колл-центр;actors_ussr_russia/9523
19287;Ярослав Андреев;https://www.kinopoisk.ru/name/4216086;Актер;1, 2007 — 2007;;actors_ussr_russia/19287
1384;Анастасия Талызина;https://www.kinopoisk.ru/name/5486108;Актриса;26, 2015 — 2023;Я делаю шаг,Кентавр,Тонкие материи,Молчание;actors_ussr_russia/1384
22667;Агне Грудите;https://www.kinopoisk.ru/name/3118402;Актриса;8, 2012 — 2022;Экипаж,Актёр,Нюхач;actors_ussr_russia/22667
28151;Елена Колпачикова;https://www.kinopoisk.ru/name/1929657;Актриса;12, 2007 — 2013;;actors_ussr_russia/28151
17651;Александра Артемьева;https://www.kinopoisk.ru/name/5701127;Продюсер;8, 2012 — 2021;Малышарики,Малышарики. Рисуем со Звездочкой,Малышарики. Сказки,Малышарики. Алфавит,Малышарики. Давай Играть!;actors_ussr_russia/17651
3016;Николай Рудик;https://www.kinopoisk.ru/name/224548;Актер,Актер дубляжа;11, 1972 — 2003;Ад, или Досье на самого себя,Бандитский Петербург 2: Адвокат,Бандитский Петербург: Барон;actors_ussr_russia/3016
20906;Георгий Логутенко;https://www.kinopoisk.ru/name/5872895;Оператор;1, 2019 — 2019;;actors_ussr_russia/20906
9524;Глеб Савченко;https://www.kinopoisk.ru/name/2818195;Актер;17, 2010 — 2023;;actors_ussr_russia/9524
12784;Алина Бош;https://www.kinopoisk.ru/name/6014385;Актриса;2, 2007 — 2020;;actors_ussr_russia/12784
11149;Максим Новиков;https://www.kinopoisk.ru/name/1746519;Актер;8, 2005 — 2013;;actors_ussr_russia/11149
1385;Алёна Водонаева;https://www.kinopoisk.ru/name/1963507;Актриса,Актриса дубляжа;13, 2000 — 2021;Бедные люди;actors_ussr_russia/1385
22668;Ирина Леонова;https://www.kinopoisk.ru/name/554096;Актриса;17, 1999 — 2022;Куприн. Яма,Дети Арбата;actors_ussr_russia/22668
17652;Роман Клепченко;https://www.kinopoisk.ru/name/6313979;Актер;4, 2019 — 2022;Жиза;actors_ussr_russia/17652
3017;Ратмир Шишков;https://www.kinopoisk.ru/name/1473962;Актер;2, 2006 — 2006;;actors_ussr_russia/3017
4634;Дмитрий Прокофьев;https://www.kinopoisk.ru/name/1598505;Актер;116, 1991 — 2023;Кто, если не мы,Бумер,Без правил,Молодёжка,Участок,Дети Арбата,Карпов. Сезон второй;actors_ussr_russia/4634
1386;Андрей Зайцев;https://www.kinopoisk.ru/name/1815761;Сценарист,Режиссер,Продюсер,Монтажер,Актер,Оператор;17, 2000 — 2023;Ми-ми-мишки. Путешествия с Кешей и Тучкой,Виктор Астафьев. Весёлый солдат,12,Ми-ми-мишки. Летние серии,Ми-ми-мишки,Проект «Анна Николаевна»;actors_ussr_russia/1386
22670;Карина Андоленко;https://www.kinopoisk.ru/name/1749017;Актриса;62, 2008 — 2024;Рябиновый вальс,Отчим,Жёлтый глаз тигра,Десять дней до весны,Тень за спиной,Русские горки;actors_ussr_russia/22670
17653;Карина Истомина;https://www.kinopoisk.ru/name/6399530;Актриса;1, 2021 — 2021;Happy End;actors_ussr_russia/17653
4635;Артём Цуканов;https://www.kinopoisk.ru/name/1917176;Актер;28, 2008 — 2023;Неадекватные люди 2,Доктор Преображенский,Снайперы: Любовь под прицелом;actors_ussr_russia/4635
16033;Валерий Грегоржевский;https://www.kinopoisk.ru/name/727362;Актер;10, 2001 — 2017;Тайный знак;actors_ussr_russia/16033
36779;Сергей Батрак;https://www.kinopoisk.ru/name/3480290;Актер,Режиссер,Сценарист,Продюсер;14, 2006 — 2021;Склифосовский,Пингвины моей мамы,Научи меня жить,Война семей;actors_ussr_russia/36779
1387;Алексей Морозов;https://www.kinopoisk.ru/name/1667363;Актер,Режиссер,Актер дубляжа,Сценарист,Продюсер;57, 2000 — 2024;Придел Ангела,28 панфиловцев,Мистер Нокаут,Время первых,Русские горки,Спецы,Таинственная страсть,Лето в городе,Раскол;actors_ussr_russia/1387
22675;Елена Яковлева;https://www.kinopoisk.ru/name/256894;Актриса;118, 1983 — 2025;Свет,Воспитание жестокости у женщин и собак,Я остаюсь,Поехавшая,Какая чудная игра,Преступление и наказание,Катя: Военная история,Курсанты,Мастодонт,Научи меня жить;actors_ussr_russia/22675
32629;Айгюн Кязимова;https://www.kinopoisk.ru/name/1786444;Актриса,Продюсер,Композитор,Режиссер,Сценарист;14, 2001 — 2022;;actors_ussr_russia/32629
3019;Александр Строев;https://www.kinopoisk.ru/name/724230;Актер,Режиссер,Актер дубляжа,Сценарист;79, 1989 — 2022;Прибытие поезда,Белая стрела. Возмездие,Филин,Городок,Столыпин... Невыученные уроки,Тест на беременность;actors_ussr_russia/3019
7897;Вадим Сотсков;https://www.kinopoisk.ru/name/1625494;Продюсер,Режиссер,Сценарист;34, 2004 — 2022;Кощей. Похититель невест,Белка и Стрелка: Тайны космоса,Планета Ай;actors_ussr_russia/7897
6272;Егор Лучишкин;https://www.kinopoisk.ru/name/1720948;Актер;28, 2007 — 2020;Своя правда,Мосгаз,Топтуны,Дом образцового содержания,Твой мир;actors_ussr_russia/6272
4636;Максим Туранцев;https://www.kinopoisk.ru/name/2675083;Актер;20, 2009 — 2022;Меч. Сезон второй,Меч,Глухарь. Продолжение,Палач,Кто, если не я?;actors_ussr_russia/4636
20909;Дмитрий Павлов;https://www.kinopoisk.ru/name/6329371;Актер;11, 2000 — 2013;Тайны следствия,Мушкетёры Екатерины,Маяковский. Два дня;actors_ussr_russia/20909
22681;Валерий Тодоровский;https://www.kinopoisk.ru/name/231311;Продюсер,Сценарист,Режиссер,Актер,Монтажер,Директор фильма;118, 1977 — 2023;Любовь,Любовник,Страна глухих,Сумасшедшая любовь,Качели,Идиот,Бригада,Морской волк,Бизон: Дело манекенщицы,Мастер и Маргарита;actors_ussr_russia/22681
32632;Яна Ключник;https://www.kinopoisk.ru/name/3720106;Актриса;11, 2010 — 2021;Как закалялся стайл;actors_ussr_russia/32632
28165;Михаил Жванецкий;https://www.kinopoisk.ru/name/2284747;Сценарист,Актер;23, 1962 — 2019;Люди и манекены;actors_ussr_russia/28165
40547;Алена Суржикова;https://www.kinopoisk.ru/name/3433280;Режиссер,Сценарист;2, 2013 — 2019;;actors_ussr_russia/40547
6273;Андрей Васильев;https://www.kinopoisk.ru/name/1861836;Актер,Актер дубляжа,Режиссер,Сценарист,Продюсер,Монтажер;33, 2006 — 2023;Карпов,Глухарь. Продолжение,Чёрная лестница,Ненастье,Ворона;actors_ussr_russia/6273
20910;Екатерина Куприянова;https://www.kinopoisk.ru/name/6459941;Режиссер,Монтажер,Сценарист,Продюсер;2, 2016 — 2018;;actors_ussr_russia/20910
22682;Елена Ксенофонтова;https://www.kinopoisk.ru/name/572895;Актриса;42, 1992 — 2022;Новенький,Женщина, не склонная к авантюрам,Ярик,Год золотой рыбки,Молодой человек,До свидания, мальчики,Курсанты,Красная капелла,Сатисфакция,Гранд;actors_ussr_russia/22682
1389;Иван Рудаков;https://www.kinopoisk.ru/name/1128233;Актер;34, 2005 — 2020;Девочка,Ланцет,СССР,Цыпленок жареный,Не отрекаются любя...,Кухня;actors_ussr_russia/1389
40548;Viktoria Modesta;https://www.kinopoisk.ru/name/4004863;Актриса,Композитор,Режиссер,Художник;6, 2015 — 2019;;actors_ussr_russia/40548
4638;Олег Попов;https://www.kinopoisk.ru/name/179094;Актер,Сценарист;32, 1948 — 2014;Мама,Приключения желтого чемоданчика,Веселое сновидение, или Смех и слезы,Синяя птица;actors_ussr_russia/4638
36791;Екатерина Мистрюкова;https://www.kinopoisk.ru/name/4140287;Актриса;17, 2004 — 2019;Интерны;actors_ussr_russia/36791
11154;Альберт Лиханов;https://www.kinopoisk.ru/name/304383;Сценарист;7, 1977 — 1993;Благие намерения,Команда 33;actors_ussr_russia/11154
1390;Алексей Розин;https://www.kinopoisk.ru/name/1634099;Актер,Актер дубляжа,Режиссер;112, 2000 — 2023;Страсти по Матвею,Нелюбовь,Елена,Мастер и Маргарита,Заключение,Я не шучу,Почка,Молчание,Территория;actors_ussr_russia/1390
40549;Холида Зарипова;https://www.kinopoisk.ru/name/3930120;Актриса;4, 1955 — 1961;;actors_ussr_russia/40549
12789;Евгений Вдовин;https://www.kinopoisk.ru/name/3210880;Актер,Режиссер,Сценарист,Оператор;4, 2012 — 2018;;actors_ussr_russia/12789
3022;Глеб Пускепалис;https://www.kinopoisk.ru/name/224614;Актер,Актер дубляжа;30, 2003 — 2024;Коктебель,Естественный отбор,Инквизитор,Угрюм-река;actors_ussr_russia/3022
47209;Дмитрий Четвергов;https://www.kinopoisk.ru/name/7117510;Актер;1, 2017 — 2017;;actors_ussr_russia/47209
1391;Илья Соколовский;https://www.kinopoisk.ru/name/1488664;Актер;70, 2003 — 2022;Завод,В небо за мечтой,Бумер,Страсти по Чапаю,Провинциальный детектив,Записки экспедитора Тайной канцелярии 2,Анна-детективъ,Мамочки;actors_ussr_russia/1391
22686;Ингеборга Дапкунайте;https://www.kinopoisk.ru/name/55248;Актриса,Актриса дубляжа;108, 1984 — 2022;Война,Небесный суд,Утомленные солнцем,Морфий,Семь лет в Тибете,Нежность,Небесный суд. Продолжение,Небесный суд,Катя: Военная история,Григорий Р.;actors_ussr_russia/22686
12790;Виктор Салимьянов;https://www.kinopoisk.ru/name/4558593;Режиссер,Актер;5, 2014 — 2022;;actors_ussr_russia/12790
14403;Татьяна Шитикова;https://www.kinopoisk.ru/name/2816439;Актриса;4, 2004 — 2012;;actors_ussr_russia/14403
6276;Мария Олейникова;https://www.kinopoisk.ru/name/1752137;Актриса;11, 2009 — 2019;Дело Декабристов,Романовы,Бессонница;actors_ussr_russia/6276
16038;Александра Кесельман;https://www.kinopoisk.ru/name/4485280;Актриса дубляжа,Актриса;4, 2016 — 2022;;actors_ussr_russia/16038
4640;Андрей Симанов;https://www.kinopoisk.ru/name/1677633;Актер дубляжа,Актер;58, 1975 — 2010;;actors_ussr_russia/4640
1392;Амалия Мордвинова;https://www.kinopoisk.ru/name/75787;Актриса,Актриса дубляжа;44, 1987 — 2018;Вор,День радио,Женская собственность,Только ты;actors_ussr_russia/1392
22691;Елена Панова;https://www.kinopoisk.ru/name/251224;Актриса;68, 1996 — 2023;Граница: Таежный роман,Утиная охота,Год золотой рыбки,Право выбора,Дурак,Шифр,Спросите медсестру,Граница: Таежный роман,Шифр 3,Шифр 2;actors_ussr_russia/22691
7902;Юлия Максимова;https://www.kinopoisk.ru/name/1825507;Актриса;17, 2001 — 2020;Пятницкий. Глава третья;actors_ussr_russia/7902
1393;Глеб Матвейчук;https://www.kinopoisk.ru/name/557019;Композитор,Актер;39, 1994 — 2022;Адмиралъ,Папа,72 метра,Адмиралъ,Красные горы,Убить Сталина,Из пламя и света,72 метра;actors_ussr_russia/1393
22695;Сергей Маковецкий;https://www.kinopoisk.ru/name/64250;Актер,Актер дубляжа;142, 1981 — 2023;Евгений Онегин,Как снимался «Брат 2»,Брат 2,Алексей Балабанов. Найти своих и успокоиться,12,Ликвидация,72 метра,Тихий Дон,Дело гастронома №1,Жизнь и судьба;actors_ussr_russia/22695
7903;Евгений Степанов;https://www.kinopoisk.ru/name/4266157;Актер;38, 2009 — 2023;Папины дочки. Новые,Молодёжка,Мамочки,Склифосовский,Беспринципные;actors_ussr_russia/7903
6278;Михаил Угаров;https://www.kinopoisk.ru/name/953573;Режиссер,Сценарист;8, 1994 — 2018;Дневник убийцы,Петербургские тайны;actors_ussr_russia/6278
3025;Николь Спиридонова;https://www.kinopoisk.ru/name/3663081;Актриса;12, 2013 — 2023;Сладкая жизнь,Власик. Тень Сталина;actors_ussr_russia/3025
20915;Николай Даренковский;https://www.kinopoisk.ru/name/7040982;Актер,Оператор,Монтажер,Режиссер,Сценарист;7, 2021 — 2023;;actors_ussr_russia/20915
22706;Кирилл Кяро;https://www.kinopoisk.ru/name/1620790;Актер,Актер дубляжа;146, 2000 — 2024;Далекие близкие,Эпидемия. Вонгозеро,Иваново счастье,Грозный папа,У людей так бывает,Инсомния,Измены,Спроси Марту,Эпидемия,Лучше, чем люди;actors_ussr_russia/22706
7904;Екатерина Альбрандт;https://www.kinopoisk.ru/name/1617228;Актриса;9, 2002 — 2019;Бессонница;actors_ussr_russia/7904
19297;Вадим Александров;https://www.kinopoisk.ru/name/5000032;Оператор;5, 2016 — 2022;;actors_ussr_russia/19297
9534;Наталья Бичан;https://www.kinopoisk.ru/name/4561070;Актриса;14, 2015 — 2023;Мир! Дружба! Жвачка!,Иванько,Девушки с Макаровым,Звоните ДиКаприо!;actors_ussr_russia/9534
4643;Александр Мичков;https://www.kinopoisk.ru/name/2307452;Актер;16, 2010 — 2022;Аманат,Тульский Токарев,Достоевский,Оптимисты;actors_ussr_russia/4643
47213;Павел Панфилов;https://www.kinopoisk.ru/name/7127119;Режиссер,Сценарист;1, 2022 — 2022;;actors_ussr_russia/47213
11159;Олеся Астапова;https://www.kinopoisk.ru/name/4192882;Актриса;12, 2015 — 2023;Скорая помощь 2,Скорая помощь;actors_ussr_russia/11159
